Date,Open,High,Low,Close,Adj Close,Volume
1980-03-17,0.000000,0.307883,0.291240,0.291240,0.000899,1651200
1980-03-18,0.000000,0.297897,0.269605,0.292905,0.000904,3505500
1980-03-19,0.000000,0.296233,0.287912,0.287912,0.000889,1387900
1980-03-20,0.000000,0.296233,0.287912,0.289576,0.000894,1080100
1980-03-21,0.000000,0.292905,0.287912,0.289576,0.000894,2754900
1980-03-24,0.000000,0.296233,0.266277,0.266277,0.000822,2012100
1980-03-25,0.000000,0.271270,0.246306,0.259620,0.000802,3160300
1980-03-26,0.000000,0.274598,0.261284,0.261284,0.000807,3679600
1980-03-27,0.000000,0.256292,0.209693,0.239649,0.000740,6240300
1980-03-28,0.000000,0.266277,0.246306,0.266277,0.000822,4873500
1980-03-31,0.000000,0.282919,0.266277,0.274598,0.000848,2476800
1980-04-01,0.000000,0.281255,0.274598,0.276262,0.000853,645300
1980-04-02,0.000000,0.284583,0.274598,0.279591,0.000863,1500700
1980-04-03,0.000000,0.282919,0.272934,0.272934,0.000843,1643100
1980-04-07,0.000000,0.266277,0.247970,0.247970,0.000766,1192000
1980-04-08,0.000000,0.256292,0.246306,0.256292,0.000791,3341400
1980-04-09,0.000000,0.264613,0.254627,0.264613,0.000817,2611000
1980-04-10,0.000000,0.262948,0.251299,0.262948,0.000812,4278700
1980-04-11,0.000000,0.281255,0.266277,0.277927,0.000858,2747200
1980-04-14,0.000000,0.276262,0.271270,0.271270,0.000838,1403500
1980-04-15,0.000000,0.276262,0.269605,0.272934,0.000843,683200
1980-04-16,0.000000,0.277927,0.259620,0.264613,0.000817,3078100
1980-04-17,0.000000,0.282919,0.262948,0.272934,0.000843,997600
1980-04-18,0.000000,0.296233,0.274598,0.292905,0.000904,4203900
1980-04-21,0.000000,0.337839,0.302890,0.326189,0.001007,14899200
1980-04-22,0.000000,0.332846,0.314540,0.316204,0.000976,5768100
1980-04-23,0.000000,0.322861,0.307883,0.312875,0.000966,4647600
1980-04-24,0.000000,0.326189,0.306218,0.326189,0.001007,2439400
1980-04-25,0.000000,0.312875,0.302890,0.312875,0.000966,6592600
1980-04-28,0.000000,0.314540,0.306218,0.309547,0.000956,3257500
1980-04-29,0.000000,0.306218,0.297897,0.302890,0.000935,2394900
1980-04-30,0.000000,0.306218,0.297897,0.299562,0.000925,1852800
1980-05-01,0.000000,0.346160,0.301226,0.339503,0.001048,8102800
1980-05-02,0.000000,0.349488,0.322861,0.334510,0.001033,9568000
1980-05-05,0.000000,0.332846,0.317868,0.322861,0.000997,3025300
1980-05-06,0.000000,0.332846,0.306218,0.324525,0.001002,7156300
1980-05-07,0.000000,0.326189,0.319532,0.322861,0.000997,2041200
1980-05-08,0.000000,0.326189,0.319532,0.324525,0.001002,1387900
1980-05-09,0.000000,0.324525,0.317868,0.319532,0.000987,1319500
1980-05-12,0.000000,0.316204,0.307883,0.314540,0.000971,2273400
1980-05-13,0.000000,0.324525,0.314540,0.319532,0.000987,1695100
1980-05-14,0.000000,0.324525,0.312875,0.314540,0.000971,1718100
1980-05-15,0.000000,0.319532,0.309547,0.317868,0.000981,3423600
1980-05-16,0.000000,0.331182,0.316204,0.327853,0.001012,4002300
1980-05-19,0.000000,0.342832,0.331182,0.332846,0.001028,2883700
1980-05-20,0.000000,0.336175,0.329518,0.331182,0.001022,3010000
1980-05-21,0.000000,0.332846,0.319532,0.322861,0.000997,1417500
1980-05-22,0.000000,0.327853,0.316204,0.327853,0.001012,2545300
1980-05-23,0.000000,0.336175,0.327853,0.331182,0.001022,2642500
1980-05-27,0.000000,0.334510,0.326189,0.326189,0.001007,1169200
1980-05-28,0.000000,0.329518,0.322861,0.322861,0.000997,1643100
1980-05-29,0.000000,0.327853,0.312875,0.314540,0.000971,1545000
1980-05-30,0.000000,0.327853,0.302890,0.327853,0.001012,2221600
1980-06-02,0.000000,0.339503,0.322861,0.331182,0.001022,2326600
1980-06-03,0.000000,0.336175,0.324525,0.324525,0.001002,2522400
1980-06-04,0.000000,0.364467,0.326189,0.362802,0.001120,6216700
1980-06-05,0.000000,0.371123,0.347824,0.356145,0.001100,7141500
1980-06-06,0.000000,0.386102,0.362802,0.377780,0.001166,8140500
1980-06-09,0.000000,0.382773,0.369459,0.371123,0.001146,4046100
1980-06-10,0.000000,0.377780,0.372788,0.376116,0.001161,3889300
1980-06-11,0.000000,0.391094,0.371123,0.386102,0.001192,8365500
1980-06-12,0.000000,0.391094,0.376116,0.384437,0.001187,4896400
1980-06-13,0.000000,0.384437,0.376116,0.377780,0.001166,2319400
1980-06-16,0.000000,0.387766,0.377780,0.386102,0.001192,5676900
1980-06-17,0.000000,0.392758,0.384437,0.389430,0.001202,4438000
1980-06-18,0.000000,0.396087,0.379445,0.381109,0.001177,3679600
1980-06-19,0.000000,0.387766,0.379445,0.379445,0.001171,4798000
1980-06-20,0.000000,0.384437,0.372788,0.379445,0.001171,4250700
1980-06-23,0.000000,0.386102,0.377780,0.381109,0.001177,2273400
1980-06-24,0.000000,0.382773,0.376116,0.377780,0.001166,1589800
1980-06-25,0.000000,0.379445,0.372788,0.372788,0.001151,3280600
1980-06-26,0.000000,0.377780,0.369459,0.371123,0.001146,2822100
1980-06-27,0.000000,0.377780,0.352817,0.371123,0.001146,4401100
1980-06-30,0.000000,0.379445,0.362802,0.379445,0.001171,3633000
1980-07-01,0.000000,0.391094,0.369459,0.391094,0.001207,5781600
1980-07-02,0.000000,0.394423,0.381109,0.389430,0.001202,7111900
1980-07-03,0.000000,0.394423,0.386102,0.391094,0.001207,3294600
1980-07-07,0.000000,0.387766,0.379445,0.379445,0.001171,1815300
1980-07-08,0.000000,0.387766,0.372788,0.379445,0.001171,2695500
1980-07-09,0.000000,0.394423,0.386102,0.389430,0.001202,3701700
1980-07-10,0.000000,0.391094,0.379445,0.382773,0.001182,3160300
1980-07-11,0.000000,0.412729,0.382773,0.412729,0.001274,9438700
1980-07-14,0.000000,0.442685,0.412729,0.429372,0.001326,17288200
1980-07-15,0.000000,0.426043,0.402744,0.409401,0.001264,10792000
1980-07-16,0.000000,0.416058,0.377780,0.386102,0.001192,13539300
1980-07-17,0.000000,0.401080,0.387766,0.399415,0.001233,6615600
1980-07-18,0.000000,0.396087,0.361138,0.376116,0.001161,16771200
1980-07-21,0.000000,0.376116,0.356145,0.374452,0.001156,8132500
1980-07-22,0.000000,0.382773,0.366131,0.372788,0.001151,4451800
1980-07-23,0.000000,0.396087,0.376116,0.384437,0.001187,6404400
1980-07-24,0.000000,0.396087,0.386102,0.389430,0.001202,3417000
1980-07-25,0.000000,0.394423,0.389430,0.391094,0.001207,2244600
1980-07-28,0.000000,0.391094,0.377780,0.377780,0.001166,1417500
1980-07-29,0.000000,0.381109,0.364467,0.372788,0.001151,1664700
1980-07-30,0.000000,0.384437,0.376116,0.381109,0.001177,1380300
1980-07-31,0.000000,0.379445,0.372788,0.379445,0.001171,884200
1980-08-01,0.000000,0.384437,0.374452,0.374452,0.001156,1538200
1980-08-04,0.000000,0.379445,0.367795,0.374452,0.001156,696700
1980-08-05,0.000000,0.386102,0.374452,0.382773,0.001182,1335300
1980-08-06,0.000000,0.386102,0.376116,0.379445,0.001171,899200
1980-08-07,0.000000,0.386102,0.376116,0.381109,0.001177,4039800
1980-08-08,0.000000,0.384437,0.364467,0.364467,0.001125,2266200
1980-08-11,0.000000,0.381109,0.361138,0.381109,0.001177,2319400
1980-08-12,0.000000,0.387766,0.376116,0.376116,0.001161,3385800
1980-08-13,0.000000,0.382773,0.372788,0.379445,0.001171,1643100
1980-08-14,0.000000,0.382773,0.376116,0.382773,0.001182,3739000
1980-08-15,0.000000,0.392758,0.379445,0.389430,0.001202,5112400
1980-08-18,0.000000,0.389430,0.382773,0.384437,0.001187,3430500
1980-08-19,0.000000,0.386102,0.372788,0.381109,0.001177,4002300
1980-08-20,0.000000,0.392758,0.381109,0.389430,0.001202,3084900
1980-08-21,0.000000,0.397751,0.386102,0.394423,0.001218,3122700
1980-08-22,0.000000,0.402744,0.397751,0.397751,0.001228,8884500
1980-08-25,0.000000,0.399415,0.386102,0.386102,0.001192,2980000
1980-08-26,0.000000,0.394423,0.381109,0.384437,0.001187,1740300
1980-08-27,0.000000,0.389430,0.382773,0.384437,0.001187,1087300
1980-08-28,0.000000,0.386102,0.379445,0.381109,0.001177,1589800
1980-08-29,0.000000,0.384437,0.379445,0.381109,0.001177,1049800
1980-09-02,0.000000,0.387766,0.381109,0.386102,0.001192,1485600
1980-09-03,0.000000,0.402744,0.386102,0.399415,0.001233,7074100
1980-09-04,0.000000,0.417722,0.399415,0.402744,0.001243,11850400
1980-09-05,0.000000,0.431036,0.404408,0.412729,0.001274,13969300
1980-09-08,0.000000,0.422715,0.406072,0.406072,0.001254,4114800
1980-09-09,0.000000,0.416058,0.399415,0.414393,0.001279,3499200
1980-09-10,0.000000,0.432700,0.414393,0.419386,0.001295,7329300
1980-09-11,0.000000,0.441021,0.424379,0.436028,0.001346,13488400
1980-09-12,0.000000,0.441021,0.434364,0.439357,0.001356,4535200
1980-09-15,0.000000,0.446014,0.434364,0.446014,0.001377,8545600
1980-09-16,0.000000,0.465985,0.449342,0.455999,0.001408,10941300
1980-09-17,0.000000,0.465985,0.452671,0.462656,0.001428,7809300
1980-09-18,0.000000,0.469313,0.444350,0.447678,0.001382,12969000
1980-09-19,0.000000,0.451007,0.442685,0.449342,0.001387,1643100
1980-09-22,0.000000,0.446014,0.429372,0.444350,0.001372,3047800
1980-09-23,0.000000,0.455999,0.436028,0.436028,0.001346,5699700
1980-09-24,0.000000,0.449342,0.431036,0.446014,0.001377,4579300
1980-09-25,0.000000,0.452671,0.441021,0.442685,0.001367,4617100
1980-09-26,0.000000,0.442685,0.437693,0.439357,0.001356,5060400
1980-09-29,0.000000,0.439357,0.427707,0.429372,0.001326,6495400
1980-09-30,0.000000,0.437693,0.431036,0.436028,0.001346,2087100
1980-10-01,0.000000,0.439357,0.429372,0.432700,0.001336,2002900
1980-10-02,0.000000,0.436028,0.422715,0.429372,0.001326,1906300
1980-10-03,0.000000,0.444350,0.417722,0.444350,0.001372,2050200
1980-10-06,0.000000,0.465985,0.457663,0.465985,0.001439,4677700
1980-10-07,0.000000,0.489284,0.469313,0.480963,0.001485,8877600
1980-10-08,0.000000,0.485955,0.474306,0.480963,0.001485,2717500
1980-10-09,0.000000,0.489284,0.477634,0.489284,0.001511,3761700
1980-10-10,0.000000,0.504262,0.477634,0.485955,0.001500,4670500
1980-10-13,0.000000,0.487620,0.477634,0.485955,0.001500,1492600
1980-10-14,0.000000,0.489284,0.482627,0.485955,0.001500,1057000
1980-10-15,0.000000,0.484291,0.479298,0.479298,0.001480,1291200
1980-10-16,0.000000,0.494276,0.479298,0.480963,0.001485,2348200
1980-10-17,0.000000,0.479298,0.472641,0.474306,0.001464,2409900
1980-10-20,0.000000,0.479298,0.474306,0.479298,0.001480,607600
1980-10-21,0.000000,0.499269,0.484291,0.490948,0.001516,2883700
1980-10-22,0.000000,0.494276,0.487620,0.489284,0.001511,1485600
1980-10-23,0.000000,0.495941,0.480963,0.480963,0.001485,2815600
1980-10-24,0.000000,0.482627,0.477634,0.479298,0.001480,2560500
1980-10-27,0.000000,0.482627,0.465985,0.469313,0.001449,2394900
1980-10-28,0.000000,0.469313,0.459328,0.459328,0.001418,2162700
1980-10-29,0.000000,0.462656,0.455999,0.459328,0.001418,1793400
1980-10-30,0.000000,0.465985,0.459328,0.459328,0.001418,1403500
1980-10-31,0.000000,0.464320,0.457663,0.464320,0.001434,1102900
1980-11-03,0.000000,0.460992,0.454335,0.457663,0.001413,1470100
1980-11-05,0.000000,0.479298,0.472641,0.475970,0.001469,3047800
1980-11-06,0.000000,0.477634,0.465985,0.465985,0.001439,3971200
1980-11-07,0.000000,0.462656,0.454335,0.457663,0.001413,892900
1980-11-10,0.000000,0.457663,0.451007,0.452671,0.001398,990400
1980-11-11,0.000000,0.479298,0.455999,0.475970,0.001469,2056600
1980-11-12,0.000000,0.479298,0.474306,0.479298,0.001480,554100
1980-11-13,0.000000,0.509255,0.479298,0.505926,0.001562,3168400
1980-11-14,0.000000,0.512583,0.492612,0.495941,0.001531,2874700
1980-11-17,0.000000,0.499269,0.487620,0.499269,0.001541,1890600
1980-11-18,0.000000,0.509255,0.502598,0.509255,0.001572,5091000
1980-11-19,0.000000,0.517576,0.500933,0.515912,0.001593,3851700
1980-11-20,0.000000,0.522568,0.509255,0.519240,0.001603,5121400
1980-11-21,0.000000,0.532554,0.519240,0.530890,0.001639,4586500
1980-11-24,0.000000,0.530890,0.517576,0.517576,0.001598,7148400
1980-11-25,0.000000,0.525897,0.517576,0.522568,0.001613,7862400
1980-11-26,0.000000,0.522568,0.515912,0.522568,0.001613,5234800
1980-11-28,0.000000,0.525897,0.517576,0.525897,0.001624,2184300
1980-12-01,0.000000,0.525897,0.514247,0.514247,0.001588,3280600
1980-12-02,0.000000,0.512583,0.505926,0.510919,0.001577,1178500
1980-12-03,0.000000,0.509255,0.500933,0.505926,0.001562,1417500
1980-12-04,0.000000,0.509255,0.494276,0.495941,0.001531,607600
1980-12-05,0.000000,0.509255,0.495941,0.505926,0.001562,1178500
1980-12-08,0.000000,0.499269,0.479298,0.479298,0.001480,2507800
1980-12-09,0.000000,0.485955,0.474306,0.482627,0.001490,2002900
1980-12-10,0.000000,0.479298,0.455999,0.459328,0.001418,756100
1980-12-11,0.000000,0.465985,0.451007,0.462656,0.001428,2574000
1980-12-12,0.000000,0.475970,0.465985,0.472641,0.001459,786600
1980-12-15,0.000000,0.480963,0.470977,0.479298,0.001480,471100
1980-12-16,0.000000,0.482627,0.479298,0.480963,0.001485,727200
1980-12-17,0.000000,0.485955,0.480963,0.480963,0.001485,1432500
1980-12-18,0.000000,0.482627,0.474306,0.477634,0.001475,1305000
1980-12-19,0.000000,0.479298,0.469313,0.475970,0.001469,3492000
1980-12-22,0.000000,0.485955,0.477634,0.482627,0.001490,2002900
1980-12-23,0.000000,0.485955,0.479298,0.484291,0.001495,824400
1980-12-24,0.000000,0.485955,0.480963,0.485955,0.001500,1432500
1980-12-26,0.000000,0.485955,0.479298,0.479298,0.001480,246300
